StrategyNumber,Strategy,Date,Season,HomeTeam,AwayTeam,Outcome,ActualOutcome,DecimalOdds,ModelProbability,FullKellyFraction,FractionalKellyBeforeCap,FractionalKellyAfterPerBetCap,DailyExposureScale,AppliedStakeFraction,OpeningBankroll,Stake,OutcomeOccurred,RealisedUnitReturn,RealisedProfit,PerBetCapBinding,DailyCapBinding
3,Half Kelly,2022-10-24,2022-23,West Ham,Bournemouth,A,H,6.12,0.2977425327671621,0.1605828711982485,0.08029143559912424,0.04,1.0,0.04,93.68403259708803,3.7473613038835216,0,-1.0,-3.7473613038835216,True,False
3,Half Kelly,2022-11-05,2022-23,Leeds,Bournemouth,A,H,5.52,0.2803451179835351,0.12112943612148536,0.06056471806074268,0.04,1.0,0.04,89.93667129320451,3.5974668517281807,0,-1.0,-3.5974668517281807,True,False
3,Half Kelly,2022-11-06,2022-23,Tottenham,Liverpool,H,A,3.59,0.4239181441126122,0.20149271712906475,0.10074635856453237,0.04,1.0,0.04,86.33920444147633,3.453568177659053,0,-1.0,-3.453568177659053,True,False
3,Half Kelly,2022-11-12,2022-23,West Ham,Leicester,A,A,4.03,0.3952413290001032,0.19565100853809111,0.09782550426904556,0.04,1.0,0.04,82.88563626381728,3.315425450552691,1,3.0300000000000002,10.045739115174655,True,False
3,Half Kelly,2023-01-03,2022-23,Man United,Bournemouth,A,H,11.5,0.1438678671061906,0.062331473497256366,0.031165736748628183,0.031165736748628183,1.0,0.03116573674862818,92.93137537899193,2.896274780749609,0,-1.0,-2.896274780749609,False,False
3,Half Kelly,2023-02-11,2022-23,Crystal Palace,Brighton,H,D,5.15,0.3313974840986782,0.1702884441224561,0.08514422206122806,0.04,1.0,0.04,90.03510059824232,3.601404023929693,0,-1.0,-3.601404023929693,True,False
3,Half Kelly,2023-02-11,2022-23,Fulham,Nott'm Forest,A,H,4.33,0.3648952794455239,0.17417314114087645,0.08708657057043823,0.04,1.0,0.04,90.03510059824232,3.601404023929693,0,-1.0,-3.601404023929693,True,False
3,Half Kelly,2023-02-25,2022-23,Leicester,Arsenal,H,A,6.02,0.2752337507022393,0.13085800383017543,0.06542900191508771,0.04,1.0,0.04,82.83229255038293,3.3132917020153174,0,-1.0,-3.3132917020153174,True,False
3,Half Kelly,2023-02-25,2022-23,West Ham,Nott'm Forest,A,H,5.6,0.3099073488065846,0.15988720724279865,0.07994360362139932,0.04,1.0,0.04,82.83229255038293,3.3132917020153174,0,-1.0,-3.3132917020153174,True,False
3,Half Kelly,2023-02-26,2022-23,Tottenham,Chelsea,H,H,3.04,0.5021680468006806,0.2581327756245437,0.12906638781227184,0.04,1.0,0.04,76.20570914635229,3.048228365854092,1,2.04,6.218385866342348,True,False
3,Half Kelly,2023-03-05,2022-23,Nott'm Forest,Everton,H,D,3.1,0.4987006113681884,0.2599866167816115,0.12999330839080575,0.04,1.0,0.04,82.42409501269464,3.2969638005077857,0,-1.0,-3.2969638005077857,True,False
3,Half Kelly,2023-03-11,2022-23,Everton,Brentford,A,H,2.99,0.5471006756348233,0.31951307545131746,0.15975653772565873,0.04,1.0,0.04,79.12713121218685,3.165085248487474,0,-1.0,-3.165085248487474,True,False
3,Half Kelly,2023-03-12,2022-23,Fulham,Arsenal,H,A,7.83,0.2010751140379822,0.08410221711821386,0.04205110855910693,0.04,1.0,0.04,75.96204596369938,3.0384818385479755,0,-1.0,-3.0384818385479755,True,False
3,Half Kelly,2023-03-15,2022-23,Brighton,Crystal Palace,A,H,9.54,0.2157145886693261,0.12387788945027764,0.06193894472513882,0.04,1.0,0.04,72.9235641251514,2.9169425650060563,0,-1.0,-2.9169425650060563,True,False
3,Half Kelly,2023-03-17,2022-23,Nott'm Forest,Newcastle,H,A,5.48,0.2835615400104613,0.12364224090565355,0.061821120452826776,0.04,1.0,0.04,70.00662156014535,2.800264862405814,0,-1.0,-2.800264862405814,True,False
3,Half Kelly,2023-04-01,2022-23,Chelsea,Aston Villa,A,A,6.06,0.2535825618596213,0.10606923416389429,0.05303461708194714,0.04,1.0,0.04,67.20635669773954,2.6882542679095813,1,5.06,13.60256659562248,True,False
3,Half Kelly,2023-04-04,2022-23,Chelsea,Liverpool,A,D,3.5,0.495369399674726,0.2935171595446164,0.1467585797723082,0.04,1.0,0.04,80.80892329336201,3.2323569317344805,0,-1.0,-3.2323569317344805,True,False
3,Half Kelly,2023-04-08,2022-23,Aston Villa,Nott'm Forest,A,H,6.12,0.2819703105746792,0.14173013685879624,0.07086506842939812,0.04,1.0,0.04,77.57656636162753,3.103062654465101,0,-1.0,-3.103062654465101,True,False
3,Half Kelly,2023-04-16,2022-23,Nott'm Forest,Man United,H,A,5.14,0.3070922696348525,0.13972325263844,0.06986162631922,0.04,1.0,0.04,74.47350370716242,2.978940148286497,0,-1.0,-2.978940148286497,True,False
3,Half Kelly,2023-05-25,2022-23,Man United,Chelsea,A,H,6.53,0.2774131097605609,0.14674640266482145,0.07337320133241072,0.04,1.0,0.04,71.49456355887592,2.859782542355037,0,-1.0,-2.859782542355037,True,False
3,Half Kelly,2023-08-12,2023-24,Brighton,Luton,A,H,11.36,0.2070253217509221,0.13048336439097247,0.06524168219548623,0.04,1.0,0.04,68.63478101652089,2.745391240660836,0,-1.0,-2.745391240660836,True,False
3,Half Kelly,2023-08-12,2023-24,Newcastle,Aston Villa,A,H,5.29,0.3533621704154632,0.2026307416078789,0.10131537080393944,0.04,1.0,0.04,68.63478101652089,2.745391240660836,0,-1.0,-2.745391240660836,True,False
3,Half Kelly,2023-08-14,2023-24,Man United,Wolves,A,H,12.25,0.1611493424122099,0.08658483951551744,0.04329241975775872,0.04,1.0,0.04,63.143998535199216,2.525759941407969,0,-1.0,-2.525759941407969,True,False
3,Half Kelly,2023-08-19,2023-24,Liverpool,Bournemouth,A,H,13.0,0.1285431159145138,0.055921708907389955,0.027960854453694978,0.027960854453694978,1.0,0.027960854453694978,60.61823859379125,1.6949377465603528,0,-1.0,-1.6949377465603528,False,False
3,Half Kelly,2023-08-25,2023-24,Chelsea,Luton,A,H,12.5,0.2644640415203204,0.20050439295686998,0.10025219647843499,0.04,1.0,0.04,58.92330084723089,2.356932033889236,0,-1.0,-2.356932033889236,True,False
3,Half Kelly,2023-08-26,2023-24,Man United,Nott'm Forest,A,H,8.51,0.1865452884652013,0.07822908186935593,0.03911454093467796,0.03911454093467796,1.0,0.03911454093467796,56.566368813341654,2.212567548475543,0,-1.0,-2.212567548475543,False,False
3,Half Kelly,2023-09-02,2023-24,Chelsea,Nott'm Forest,A,A,8.45,0.2294758676697116,0.1260498096388004,0.0630249048194002,0.04,1.0,0.04,54.353801264866114,2.174152050594645,1,7.449999999999999,16.197432776930103,True,False
3,Half Kelly,2023-09-16,2023-24,Fulham,Luton,A,H,5.68,0.2665034507111172,0.10977341881178326,0.05488670940589163,0.04,1.0,0.04,70.55123404179622,2.8220493616718487,0,-1.0,-2.8220493616718487,True,False
3,Half Kelly,2023-09-16,2023-24,Newcastle,Brentford,A,H,5.43,0.3094732496945839,0.15359813675882406,0.07679906837941203,0.04,1.0,0.04,70.55123404179622,2.8220493616718487,0,-1.0,-2.8220493616718487,True,False
3,Half Kelly,2023-09-24,2023-24,Chelsea,Aston Villa,A,A,4.1,0.4277689321641089,0.24317826512027302,0.12158913256013651,0.04,1.0,0.04,64.90713531845252,2.596285412738101,1,3.0999999999999996,8.048484779488112,True,False
3,Half Kelly,2023-09-30,2023-24,Everton,Luton,A,A,5.7,0.2953878110223008,0.14547032400576904,0.07273516200288452,0.04,1.0,0.04,72.95562009794062,2.918224803917625,1,4.7,13.715656578412837,True,False
3,Half Kelly,2023-10-27,2023-24,Crystal Palace,Tottenham,H,A,4.58,0.3792055670109331,0.20579930081286976,0.10289965040643488,0.04,1.0,0.04,86.67127667635346,3.4668510670541384,0,-1.0,-3.4668510670541384,True,False
3,Half Kelly,2023-10-28,2023-24,Chelsea,Brentford,A,A,5.6,0.2826833391239201,0.12674493458564182,0.06337246729282091,0.04,1.0,0.04,83.20442560929932,3.328177024371973,1,4.6,15.309614312111075,True,False
3,Half Kelly,2023-10-29,2023-24,Aston Villa,Luton,A,H,8.55,0.2439830403936287,0.1438483437570232,0.0719241718785116,0.04,1.0,0.04,98.5140399214104,3.940561596856416,0,-1.0,-3.940561596856416,True,False
3,Half Kelly,2023-11-04,2023-24,Newcastle,Arsenal,A,H,2.73,0.628938176002575,0.41445157253585524,0.20722578626792762,0.04,1.0,0.04,94.57347832455399,3.78293913298216,0,-1.0,-3.78293913298216,True,False
