Season,Date,HomeTeam,AwayTeam,ActualOutcome,ModelProbability,MarketProbability,DecimalOdds,Outcome,OutcomeOccurred,ProbabilityEdge,AbsoluteProbabilityEdge,BreakEvenProbability,ModelMinusBreakEvenProbability,ModelExpectedReturn,PositiveModelExpectedReturn,RealisedUnitReturn
2020-21,2020-09-19,Arsenal,West Ham,H,0.202690469299741,0.21617029222294837,4.53,D,0,-0.013479822923207374,0.013479822923207374,0.22075055187637968,-0.018060082576638686,-0.08181217407217323,False,-1.0
2020-21,2020-09-19,Arsenal,West Ham,H,0.683111149938293,0.6400336103071609,1.53,H,1,0.043077539631132145,0.043077539631132145,0.6535947712418301,0.029516378696462953,0.045160059405588315,True,0.53
2020-21,2020-09-19,Everton,West Brom,H,0.1795910379520096,0.1529708849812626,6.41,A,0,0.02662015297074699,0.02662015297074699,0.15600624024961,0.0235847977023996,0.1511785532723815,True,-1.0
2020-21,2020-09-19,Everton,West Brom,H,0.2646979352467039,0.23799596425482847,4.12,D,0,0.026701970991875407,0.026701970991875407,0.24271844660194175,0.021979488644762124,0.09055549321642009,True,-1.0
2020-21,2020-09-19,Everton,West Brom,H,0.5557110268012864,0.6090331507639088,1.61,H,1,-0.05332212396262248,0.05332212396262248,0.6211180124223602,-0.06540698562107383,-0.10530524684992892,False,0.6100000000000001
2020-21,2020-09-19,Leeds,Fulham,H,0.2251482675709737,0.19101550177685594,5.12,A,0,0.03413276579411775,0.03413276579411775,0.1953125,0.029835767570973698,0.15275912996338525,True,-1.0
2020-21,2020-09-19,Leeds,Fulham,H,0.2660093279067555,0.2501277158817142,3.91,D,0,0.015881612025041347,0.015881612025041347,0.2557544757033248,0.010254852203430698,0.04009647211541423,True,-1.0
2020-21,2020-09-19,Leeds,Fulham,H,0.5088424045222708,0.5588567823414299,1.75,H,1,-0.05001437781915907,0.05001437781915907,0.5714285714285714,-0.06258616690630059,-0.10952579208602609,False,0.75
2020-21,2020-09-19,Man United,Crystal Palace,A,0.163636409489315,0.10458032689032844,9.33,A,1,0.05905608259898655,0.05905608259898655,0.10718113612004287,0.05645527336927211,0.5267277005353088,True,8.33
2020-21,2020-09-19,Man United,Crystal Palace,A,0.2228032662217711,0.18836572391636378,5.18,D,0,0.034437542305407326,0.034437542305407326,0.19305019305019305,0.02975307317157805,0.15412091902877423,True,-1.0
2020-21,2020-09-19,Man United,Crystal Palace,A,0.6135603242889137,0.7070539491933077,1.38,H,0,-0.09349362490439395,0.09349362490439395,0.7246376811594204,-0.11107735687050668,-0.15328675248129908,False,-1.0
2020-21,2020-09-20,Chelsea,Liverpool,A,0.4123196021344292,0.45219096304336404,2.17,A,1,-0.03987136090893484,0.03987136090893484,0.4608294930875576,-0.04850989095312841,-0.10526646336828871,False,1.17
2020-21,2020-09-20,Chelsea,Liverpool,A,0.2387973316827625,0.2522504858108226,3.89,D,0,-0.013453154128060113,0.013453154128060113,0.2570694087403599,-0.018272077057597397,-0.07107837975405384,False,-1.0
2020-21,2020-09-20,Chelsea,Liverpool,A,0.3488830661828082,0.29555855114581325,3.32,H,0,0.053324515036994924,0.053324515036994924,0.30120481927710846,0.04767824690569972,0.158291779726923,True,-1.0
2020-21,2020-09-20,Leicester,Burnley,H,0.265406028375737,0.14504822778452678,6.74,A,0,0.12035780059121023,0.12035780059121023,0.14836795252225518,0.11703807585348183,0.7888366312524675,True,-1.0
2020-21,2020-09-20,Leicester,Burnley,H,0.2304751176836194,0.22422593010727304,4.36,D,0,0.006249187576346349,0.006249187576346349,0.2293577981651376,0.0011173195184817908,0.004871513100580538,True,-1.0
2020-21,2020-09-20,Leicester,Burnley,H,0.5041188539406436,0.6307258421082003,1.55,H,1,-0.12660698816755667,0.12660698816755667,0.6451612903225806,-0.14104243638193703,-0.21861577639200236,False,0.55
2020-21,2020-09-20,Newcastle,Brighton,A,0.2634828774918484,0.3312997408316324,2.96,A,1,-0.06781686333978398,0.06781686333978398,0.33783783783783783,-0.07435496034598943,-0.2200906826241288,False,1.96
2020-21,2020-09-20,Newcastle,Brighton,A,0.2611545568833863,0.3054975803307264,3.21,D,0,-0.04434302344734009,0.04434302344734009,0.3115264797507788,-0.050371922867392505,-0.16169387240432997,False,-1.0
2020-21,2020-09-20,Newcastle,Brighton,A,0.475362565624765,0.3632026788376414,2.7,H,0,0.11215988678712357,0.11215988678712357,0.37037037037037035,0.10499219525439463,0.2834789271868656,True,-1.0
2020-21,2020-09-20,Southampton,Tottenham,A,0.4280509133410328,0.432144576743041,2.27,A,1,-0.00409366340200823,0.00409366340200823,0.44052863436123346,-0.012477721020200672,-0.028324426715855555,False,1.27
2020-21,2020-09-20,Southampton,Tottenham,A,0.2505949824599399,0.28351681768979864,3.46,D,0,-0.032921835229858754,0.032921835229858754,0.28901734104046245,-0.038422358580522564,-0.13294136068860796,False,-1.0
2020-21,2020-09-20,Southampton,Tottenham,A,0.3213541041990272,0.28433860556716034,3.45,H,0,0.03701549863186687,0.03701549863186687,0.2898550724637681,0.031499031735259087,0.10867165948664392,True,-1.0
2020-21,2020-09-21,Aston Villa,Sheffield United,H,0.4561596982992749,0.29308792936668293,3.35,A,0,0.16307176893259195,0.16307176893259195,0.29850746268656714,0.15765223561270775,0.5281349893025709,True,-1.0
2020-21,2020-09-21,Aston Villa,Sheffield United,H,0.2744937262105704,0.3077882643819398,3.19,D,0,-0.0332945381713694,0.0332945381713694,0.31347962382445144,-0.03898589761388105,-0.12436501338828043,False,-1.0
2020-21,2020-09-21,Aston Villa,Sheffield United,H,0.2693465754901546,0.3991238062513772,2.46,H,1,-0.1297772307612226,0.1297772307612226,0.4065040650406504,-0.13715748955049578,-0.33740742429421966,False,1.46
2020-21,2020-09-21,Wolves,Man City,A,0.4950437937353602,0.6391320299806069,1.53,A,1,-0.1440882362452467,0.1440882362452467,0.6535947712418301,-0.15855097750646985,-0.24258299558489882,False,0.53
2020-21,2020-09-21,Wolves,Man City,A,0.2248984884428978,0.2149169243671052,4.55,D,0,0.00998156407579262,0.00998156407579262,0.21978021978021978,0.005118268662678033,0.023288122415185075,True,-1.0
2020-21,2020-09-21,Wolves,Man City,A,0.2800577178217418,0.14595104565228784,6.7,H,0,0.134106672169454,0.134106672169454,0.14925373134328357,0.13080398647845826,0.8763867094056703,True,-1.0
2020-21,2020-09-26,Brighton,Man United,A,0.5213809930550559,0.6002516592238041,1.63,A,1,-0.07887066616874816,0.07887066616874816,0.6134969325153374,-0.09211593946028152,-0.1501489813202589,False,0.6299999999999999
2020-21,2020-09-26,Brighton,Man United,A,0.2352188995950873,0.2244060102144038,4.36,D,0,0.010812889380683505,0.010812889380683505,0.2293577981651376,0.005861101429949694,0.02555440223458061,True,-1.0
2020-21,2020-09-26,Brighton,Man United,A,0.2434001073498566,0.17534233056179221,5.58,H,0,0.06805777678806438,0.06805777678806438,0.17921146953405018,0.06418863781580642,0.3581725990121998,True,-1.0
2020-21,2020-09-26,Burnley,Southampton,A,0.2744756917187618,0.42638163196102963,2.3,A,1,-0.15190594024226783,0.15190594024226783,0.4347826086956522,-0.16030691697689042,-0.36870590904684797,False,1.2999999999999998
2020-21,2020-09-26,Burnley,Southampton,A,0.2874383190260621,0.2826160672940542,3.47,D,0,0.004822251732007898,0.004822251732007898,0.2881844380403458,-0.0007461190142837304,-0.002589032979564476,False,-1.0
2020-21,2020-09-26,Burnley,Southampton,A,0.4380859892551758,0.2910023007449163,3.37,H,0,0.1470836885102595,0.1470836885102595,0.29673590504451036,0.14135008421066542,0.4763497837899424,True,-1.0
2020-21,2020-09-26,Crystal Palace,Everton,A,0.4308129594585925,0.43220461511769126,2.27,A,1,-0.0013916556590987672,0.0013916556590987672,0.44052863436123346,-0.00971567490264097,-0.022054582028995018,False,1.27
2020-21,2020-09-26,Crystal Palace,Everton,A,0.2543043645936527,0.29374385518477825,3.34,D,0,-0.03943949059112556,0.03943949059112556,0.29940119760479045,-0.04509683301113776,-0.15062342225720005,False,-1.0
2020-21,2020-09-26,Crystal Palace,Everton,A,0.3148826759477547,0.2740515296975305,3.58,H,0,0.040831146250224215,0.040831146250224215,0.27932960893854747,0.03555306700920724,0.1272799798929618,True,-1.0
2020-21,2020-09-26,West Brom,Chelsea,D,0.6608070292375499,0.6651353400172133,1.47,A,0,-0.004328310779663447,0.004328310779663447,0.6802721088435374,-0.019465079605987534,-0.028613667020801703,False,-1.0
2020-21,2020-09-26,West Brom,Chelsea,D,0.1918146498170081,0.19438348903087543,5.03,D,1,-0.00256883921386733,0.00256883921386733,0.19880715705765406,-0.0069925072406459565,-0.03517231142044919,False,4.03
2020-21,2020-09-26,West Brom,Chelsea,D,0.1473783209454419,0.14048117095191143,6.96,H,0,0.006897149993530471,0.006897149993530471,0.14367816091954022,0.0037001600259016776,0.02575311378027556,True,-1.0
2020-21,2020-09-27,Man City,Leicester,A,0.1652419992348295,0.0977174174897615,9.96,A,1,0.067524581745068,0.067524581745068,0.1004016064257028,0.06484039280912669,0.6458103123789019,True,8.96
2020-21,2020-09-27,Man City,Leicester,A,0.2243547358124412,0.16496025054203808,5.9,D,0,0.05939448527040311,0.05939448527040311,0.1694915254237288,0.05486321038871239,0.3236929412934031,True,-1.0
2020-21,2020-09-27,Man City,Leicester,A,0.6104032649527291,0.7373223319682005,1.32,H,0,-0.1269190670154714,0.1269190670154714,0.7575757575757576,-0.14717249262302845,-0.19426769026239754,False,-1.0
2020-21,2020-09-27,Sheffield United,Leeds,A,0.3409911859269688,0.3972390288018476,2.47,A,1,-0.05624784287487877,0.05624784287487877,0.4048582995951417,-0.06386711366817288,-0.15775177076038693,False,1.4700000000000002
2020-21,2020-09-27,Sheffield United,Leeds,A,0.2585820092045074,0.2852268607966755,3.44,D,0,-0.026644851592168062,0.026644851592168062,0.29069767441860467,-0.032115665214097255,-0.11047788833649452,False,-1.0
2020-21,2020-09-27,Sheffield United,Leeds,A,0.4004268048685236,0.31753411040147694,3.09,H,0,0.08289269446704667,0.08289269446704667,0.3236245954692557,0.0768022093992679,0.23731882704373786,True,-1.0
2020-21,2020-09-27,Tottenham,Newcastle,D,0.2179830109516633,0.11958403233821717,8.16,A,0,0.09839897861344614,0.09839897861344614,0.12254901960784313,0.09543399134382018,0.7787413693655727,True,-1.0
2020-21,2020-09-27,Tottenham,Newcastle,D,0.2440610242671664,0.19322885225343608,5.05,D,1,0.050832172013730303,0.050832172013730303,0.19801980198019803,0.04604122228696836,0.2325081725491902,True,4.05
2020-21,2020-09-27,Tottenham,Newcastle,D,0.5379559647811702,0.6871871154083466,1.42,H,0,-0.1492311506271764,0.1492311506271764,0.7042253521126761,-0.16626938733150587,-0.23610253001073833,False,-1.0
2020-21,2020-09-27,West Ham,Wolves,H,0.4575782804138885,0.4210840702289294,2.33,A,0,0.036494210184959075,0.036494210184959075,0.4291845493562232,0.028393731057665295,0.06615739336436022,True,-1.0
2020-21,2020-09-27,West Ham,Wolves,H,0.2497156864010133,0.292873398099524,3.35,D,0,-0.04315771169851071,0.04315771169851071,0.29850746268656714,-0.04879177628555384,-0.1634524505566054,False,-1.0
2020-21,2020-09-27,West Ham,Wolves,H,0.2927060331850981,0.28604253167154675,3.43,H,1,0.006663501513551329,0.006663501513551329,0.29154518950437314,0.0011608436807249434,0.003981693824886445,True,2.43
2020-21,2020-09-28,Fulham,Aston Villa,A,0.411744001660504,0.39582151917624236,2.48,A,1,0.015922482484261646,0.015922482484261646,0.40322580645161293,0.008518195208891077,0.0211251241180499,True,1.48
2020-21,2020-09-28,Fulham,Aston Villa,A,0.2526321715599134,0.28127145202208625,3.49,D,0,-0.028639280462172845,0.028639280462172845,0.28653295128939826,-0.03390077972948485,-0.11831372125590212,False,-1.0
2020-21,2020-09-28,Fulham,Aston Villa,A,0.3356238267795824,0.32290702880167144,3.04,H,0,0.012716797977910976,0.012716797977910976,0.32894736842105265,0.006676458358529758,0.02029643340993048,True,-1.0
2020-21,2020-09-28,Liverpool,Arsenal,H,0.0954742212884582,0.16393442622950818,5.95,A,0,-0.06846020494104998,0.06846020494104998,0.1680672268907563,-0.07259300560229809,-0.43192838333367367,False,-1.0
2020-21,2020-09-28,Liverpool,Arsenal,H,0.1528299270081283,0.18579234972677597,5.25,D,0,-0.03296242271864766,0.03296242271864766,0.19047619047619047,-0.03764626346806216,-0.19764288320732637,False,-1.0
2020-21,2020-09-28,Liverpool,Arsenal,H,0.7516958517034134,0.6502732240437159,1.5,H,1,0.10142262765969745,0.10142262765969745,0.6666666666666666,0.08502918503674672,0.12754377755512003,True,0.5
2020-21,2020-10-03,Chelsea,Crystal Palace,H,0.2214500721884172,0.14655869562848084,6.67,A,0,0.07489137655993636,0.07489137655993636,0.14992503748125938,0.07152503470715782,0.4770719814967428,True,-1.0
2020-21,2020-10-03,Chelsea,Crystal Palace,H,0.2438809345467683,0.22680893267795063,4.31,D,0,0.01707200186881766,0.01707200186881766,0.2320185614849188,0.01186237306184948,0.0511268278965713,True,-1.0
2020-21,2020-10-03,Chelsea,Crystal Palace,H,0.5346689932648145,0.6266323716935686,1.56,H,1,-0.09196337842875402,0.09196337842875402,0.641025641025641,-0.10635664776082643,-0.16591637050688934,False,0.56
2020-21,2020-10-03,Everton,Brighton,H,0.2045882943181686,0.20495054152048156,4.78,A,0,-0.00036224720231295415,0.00036224720231295415,0.20920502092050208,-0.004616726602333476,-0.022067953159153997,False,-1.0
2020-21,2020-10-03,Everton,Brighton,H,0.2399318378513844,0.2537988571160368,3.86,D,0,-0.013867019264652392,0.013867019264652392,0.2590673575129534,-0.01913551966156901,-0.0738631058936563,False,-1.0
2020-21,2020-10-03,Everton,Brighton,H,0.555479867830447,0.5412506013634818,1.81,H,1,0.014229266466965207,0.014229266466965207,0.5524861878453039,0.002993679985143105,0.0054185607731092045,True,0.81
2020-21,2020-10-03,Leeds,Man City,D,0.5834080564245132,0.7601514649370367,1.28,A,0,-0.17674340851252346,0.17674340851252346,0.78125,-0.1978419435754868,-0.25323768777662303,False,-1.0
2020-21,2020-10-03,Leeds,Man City,D,0.2131982504305939,0.1299057243150076,7.49,D,1,0.0832925261155863,0.0832925261155863,0.13351134846461948,0.07968690196597442,0.5968548957251483,True,6.49
2020-21,2020-10-03,Leeds,Man City,D,0.2033936931448928,0.10994281074795559,8.85,H,0,0.09345088239693722,0.09345088239693722,0.11299435028248588,0.09039934286240693,0.8000341843323013,True,-1.0
2020-21,2020-10-03,Newcastle,Burnley,H,0.3296919962388726,0.3094301269332377,3.17,A,0,0.020261869305634894,0.020261869305634894,0.31545741324921134,0.014234582989661237,0.04512362807722603,True,-1.0
2020-21,2020-10-03,Newcastle,Burnley,H,0.2758625596351655,0.2902051782184507,3.38,D,0,-0.014342618583285227,0.014342618583285227,0.2958579881656805,-0.019995428530515003,-0.06758454843314066,False,-1.0
2020-21,2020-10-03,Newcastle,Burnley,H,0.394445444125962,0.40036469484831155,2.45,H,1,-0.005919250722349556,0.005919250722349556,0.4081632653061224,-0.013717821180160406,-0.033608661891393,False,1.4500000000000002
2020-21,2020-10-04,Arsenal,Sheffield United,H,0.180282400098424,0.13155410826372174,7.41,A,0,0.04872829183470226,0.04872829183470226,0.1349527665317139,0.045329633566710104,0.33589258472932193,True,-1.0
2020-21,2020-10-04,Arsenal,Sheffield United,H,0.2511106862542373,0.21856859691349287,4.46,D,0,0.03254208934074446,0.03254208934074446,0.2242152466367713,0.026895439617466016,0.11995366069389846,True,-1.0
2020-21,2020-10-04,Arsenal,Sheffield United,H,0.5686069136473388,0.6498772948227853,1.5,H,1,-0.0812703811754465,0.0812703811754465,0.6666666666666666,-0.09805975301932779,-0.14708962952899174,False,0.5
2020-21,2020-10-04,Aston Villa,Liverpool,H,0.815773326666203,0.664146930661026,1.47,A,0,0.1516263960051769,0.1516263960051769,0.6802721088435374,0.13550121782266555,0.1991867901993183,True,-1.0
2020-21,2020-10-04,Aston Villa,Liverpool,H,0.1239003345883074,0.19143058589641343,5.1,D,0,-0.06753025130810603,0.06753025130810603,0.19607843137254904,-0.07217809678424164,-0.36810829359963226,False,-1.0
2020-21,2020-10-04,Aston Villa,Liverpool,H,0.0603263387454896,0.1444224834425604,6.76,H,1,-0.0840961446970708,0.0840961446970708,0.14792899408284024,-0.08760265533735065,-0.5921939500804903,False,5.76
2020-21,2020-10-04,Leicester,West Ham,A,0.1901637805040515,0.2236580087914527,4.38,A,1,-0.0334942282874012,0.0334942282874012,0.22831050228310504,-0.03814672177905354,-0.16708264139225448,False,3.38
2020-21,2020-10-04,Leicester,West Ham,A,0.2262261638084748,0.2524799171408667,3.88,D,0,-0.02625375333239191,0.02625375333239191,0.2577319587628866,-0.03150579495441183,-0.1222424844231178,False,-1.0
2020-21,2020-10-04,Leicester,West Ham,A,0.5836100556874735,0.5238620740676806,1.87,H,0,0.05974798161979289,0.05974798161979289,0.53475935828877,0.04885069739870351,0.0913508041355755,True,-1.0
2020-21,2020-10-04,Man United,Tottenham,A,0.2464858708562757,0.2723989442978192,3.6,A,1,-0.025913073441543477,0.025913073441543477,0.2777777777777778,-0.03129190692150208,-0.11265086491740739,False,2.6
2020-21,2020-10-04,Man United,Tottenham,A,0.258155093804887,0.2650368106681483,3.7,D,0,-0.0068817168632613335,0.0068817168632613335,0.27027027027027023,-0.012115176465383237,-0.04482615292191805,False,-1.0
2020-21,2020-10-04,Man United,Tottenham,A,0.4953590353388371,0.4625642450340325,2.12,H,0,0.03279479030480459,0.03279479030480459,0.4716981132075471,0.023660922131289952,0.05016115491833473,True,-1.0
2020-21,2020-10-04,Southampton,West Brom,H,0.2827031040283003,0.22588316900361688,4.34,A,0,0.05681993502468341,0.05681993502468341,0.2304147465437788,0.052288357484521486,0.22693147148282322,True,-1.0
2020-21,2020-10-04,Southampton,West Brom,H,0.2581363204054128,0.25266313233909726,3.88,D,0,0.005473188066315526,0.005473188066315526,0.2577319587628866,0.00040436164252616313,0.0015689231730016129,True,-1.0
2020-21,2020-10-04,Southampton,West Brom,H,0.4591605755662868,0.5214536986572857,1.88,H,1,-0.062293123090998936,0.062293123090998936,0.5319148936170213,-0.07275431805073446,-0.13677811793538086,False,0.8799999999999999
2020-21,2020-10-04,Wolves,Fulham,H,0.1891298965423852,0.19279661016949154,5.08,A,0,-0.003666713627106327,0.003666713627106327,0.19685039370078738,-0.007720497158402173,-0.03922012556468313,False,-1.0
2020-21,2020-10-04,Wolves,Fulham,H,0.2489891111934268,0.2690677966101695,3.64,D,0,-0.02007868541674271,0.02007868541674271,0.2747252747252747,-0.025736163531847905,-0.09367963525592649,False,-1.0
2020-21,2020-10-04,Wolves,Fulham,H,0.5618809922641879,0.538135593220339,1.82,H,1,0.02374539904384887,0.02374539904384887,0.5494505494505494,0.012430442813638476,0.022623405920821904,True,0.8200000000000001
2020-21,2020-10-17,Chelsea,Southampton,D,0.2039008999198685,0.18125773394488617,5.39,A,0,0.022643165974982338,0.022643165974982338,0.1855287569573284,0.01837214296254011,0.09902585056809121,True,-1.0
2020-21,2020-10-17,Chelsea,Southampton,D,0.2286795044270143,0.21566869447305437,4.53,D,1,0.013010809953959923,0.013010809953959923,0.22075055187637968,0.00792895255063461,0.03591815505437479,True,3.5300000000000002
2020-21,2020-10-17,Chelsea,Southampton,D,0.5674195956531172,0.6030735715820594,1.62,H,0,-0.03565397592894226,0.03565397592894226,0.6172839506172839,-0.049864354964166746,-0.08078025504195008,False,-1.0
2020-21,2020-10-17,Everton,Liverpool,D,0.4560925572238076,0.5361202830895352,1.83,A,0,-0.0800277258657276,0.0800277258657276,0.5464480874316939,-0.09035553020788634,-0.16535062028043213,False,-1.0
2020-21,2020-10-17,Everton,Liverpool,D,0.2382365039836458,0.23139153727685127,4.24,D,1,0.00684496670679452,0.00684496670679452,0.23584905660377356,0.0023874473798722318,0.010122776890658214,True,3.24
2020-21,2020-10-17,Everton,Liverpool,D,0.3056709387925464,0.23248817963361365,4.22,H,0,0.07318275915893277,0.07318275915893277,0.23696682464454977,0.06870411414799665,0.2899313617045458,True,-1.0
2020-21,2020-10-17,Man City,Arsenal,H,0.2269481428776518,0.16910075279377443,5.76,A,0,0.057847390083877376,0.057847390083877376,0.1736111111111111,0.0533370317665407,0.3072213029752744,True,-1.0
2020-21,2020-10-17,Man City,Arsenal,H,0.2347407884032568,0.20249903037258646,4.81,D,0,0.03224175803067034,0.03224175803067034,0.2079002079002079,0.026840580503048883,0.12910319221966504,True,-1.0
2020-21,2020-10-17,Man City,Arsenal,H,0.5383110687190911,0.6284002168336392,1.55,H,1,-0.09008914811454816,0.09008914811454816,0.6451612903225806,-0.10685022160348956,-0.16561784348540887,False,0.55
2020-21,2020-10-17,Newcastle,Man United,A,0.4407470966097593,0.5624039051275803,1.74,A,1,-0.12165680851782101,0.12165680851782101,0.5747126436781609,-0.13396554706840158,-0.23310005189901883,False,0.74
2020-21,2020-10-17,Newcastle,Man United,A,0.2541427787798831,0.23244246910261043,4.21,D,0,0.021700309677272683,0.021700309677272683,0.23752969121140144,0.016613087568481677,0.069941098663308,True,-1.0
2020-21,2020-10-17,Newcastle,Man United,A,0.3051101246103576,0.20515362576980922,4.77,H,0,0.09995649884054836,0.09995649884054836,0.20964360587002098,0.0954665187403366,0.45537529439140556,True,-1.0
2020-21,2020-10-18,Crystal Palace,Brighton,D,0.3230724494286863,0.3975587219763653,2.47,A,0,-0.07448627254767903,0.07448627254767903,0.4048582995951417,-0.0817858501664554,-0.20201104991114482,False,-1.0
2020-21,2020-10-18,Crystal Palace,Brighton,D,0.2673178317800549,0.3021446287020377,3.25,D,1,-0.03482679692198276,0.03482679692198276,0.3076923076923077,-0.040374475912252794,-0.13121704671482148,False,2.25
2020-21,2020-10-18,Crystal Palace,Brighton,D,0.4096097187912588,0.30029664932159705,3.27,H,0,0.10931306946966174,0.10931306946966174,0.3058103975535168,0.10379932123774199,0.3394237804474163,True,-1.0
2020-21,2020-10-18,Leicester,Aston Villa,A,0.2025696009743666,0.33284147616470044,2.95,A,1,-0.13027187519033384,0.13027187519033384,0.3389830508474576,-0.136413449873091,-0.40241967712561844,False,1.9500000000000002
2020-21,2020-10-18,Leicester,Aston Villa,A,0.2291126765310258,0.2712382195264824,3.62,D,0,-0.04212554299545662,0.04212554299545662,0.27624309392265195,-0.047130417391626156,-0.17061211095768658,False,-1.0
2020-21,2020-10-18,Leicester,Aston Villa,A,0.5683177224946078,0.39592030430881714,2.48,H,0,0.17239741818579063,0.17239741818579063,0.40322580645161293,0.16509191604299484,0.4094279517866273,True,-1.0
2020-21,2020-10-18,Sheffield United,Fulham,D,0.1965857058867726,0.28158973445018715,3.48,A,0,-0.08500402856341455,0.08500402856341455,0.28735632183908044,-0.09077061595230784,-0.3158817435140313,False,-1.0
2020-21,2020-10-18,Sheffield United,Fulham,D,0.2537927318520348,0.3101051505970415,3.16,D,1,-0.0563124187450067,0.0563124187450067,0.3164556962025316,-0.06266296435049679,-0.19801496734756996,False,2.16
2020-21,2020-10-18,Sheffield United,Fulham,D,0.5496215622611926,0.4083051149527714,2.4,H,0,0.14131644730842124,0.14131644730842124,0.4166666666666667,0.13295489559452595,0.31909174942686236,True,-1.0
2020-21,2020-10-18,Tottenham,West Ham,D,0.1835554101311773,0.17405459554219885,5.61,A,0,0.009500814588978446,0.009500814588978446,0.17825311942959002,0.0053022907015872756,0.029745850835904752,True,-1.0
2020-21,2020-10-18,Tottenham,West Ham,D,0.2239778107270059,0.2341597796143251,4.17,D,1,-0.010181968887319204,0.010181968887319204,0.23980815347721823,-0.015830342750212334,-0.06601252926838541,False,3.17
2020-21,2020-10-18,Tottenham,West Ham,D,0.5924667791418168,0.5917856248434762,1.65,H,0,0.0006811542983405916,0.0006811542983405916,0.6060606060606061,-0.013593826918789298,-0.022429814416002336,False,-1.0
2020-21,2020-10-19,Leeds,Wolves,A,0.3700054145550951,0.3313802108007929,2.96,A,1,0.03862520375430223,0.03862520375430223,0.33783783783783783,0.032167576717257285,0.09521602708308152,True,1.96
2020-21,2020-10-19,Leeds,Wolves,A,0.2722389419185668,0.2928016190956259,3.35,D,0,-0.02056267717705912,0.02056267717705912,0.29850746268656714,-0.026268520768000347,-0.08799954457280124,False,-1.0
2020-21,2020-10-19,Leeds,Wolves,A,0.3577556435263378,0.3758181701035812,2.61,H,0,-0.018062526577243387,0.018062526577243387,0.3831417624521073,-0.025386118925769474,-0.06625777039625835,False,-1.0
2020-21,2020-10-19,West Brom,Burnley,D,0.3835148910449162,0.3384577237788247,2.9,A,0,0.04505716726609149,0.04505716726609149,0.3448275862068966,0.03868730483801963,0.11219318403025702,True,-1.0
2020-21,2020-10-19,West Brom,Burnley,D,0.270613718277602,0.30200843044879744,3.25,D,1,-0.03139471217119544,0.03139471217119544,0.3076923076923077,-0.03707858941470571,-0.12050541559779349,False,2.25
2020-21,2020-10-19,West Brom,Burnley,D,0.3458713906774818,0.35953384577237785,2.73,H,0,-0.013662455094896053,0.013662455094896053,0.3663003663003663,-0.020428975622884482,-0.05577110345047476,False,-1.0
2020-21,2020-10-23,Aston Villa,Leeds,A,0.2750542499962595,0.2530293773229469,3.88,A,1,0.0220248726733126,0.0220248726733126,0.2577319587628866,0.017322291233372866,0.06721048998548684,True,2.88
2020-21,2020-10-23,Aston Villa,Leeds,A,0.287554634357375,0.23828980194491112,4.12,D,0,0.04926483241246388,0.04926483241246388,0.24271844660194175,0.04483618775543324,0.18472509355238498,True,-1.0
2020-21,2020-10-23,Aston Villa,Leeds,A,0.4373911156463654,0.5086808207321419,1.93,H,0,-0.07128970508577653,0.07128970508577653,0.5181347150259068,-0.0807435993795414,-0.15583514680251476,False,-1.0
2020-21,2020-10-24,Fulham,Crystal Palace,A,0.3970902487084685,0.3185944675851757,3.08,A,1,0.07849578112329281,0.07849578112329281,0.3246753246753247,0.07241492403314381,0.22303796602208292,True,2.08
2020-21,2020-10-24,Fulham,Crystal Palace,A,0.2667243103374916,0.31250667521093667,3.14,D,0,-0.04578236487344506,0.04578236487344506,0.3184713375796178,-0.05174702724212621,-0.16248566554027633,False,-1.0
2020-21,2020-10-24,Fulham,Crystal Palace,A,0.33618544095404,0.3688988572038876,2.66,H,0,-0.03271341624984758,0.03271341624984758,0.37593984962406013,-0.039754408670020114,-0.10574672706225352,False,-1.0
2020-21,2020-10-24,Liverpool,Sheffield United,H,0.0231551709423174,0.0718114839907559,13.55,A,0,-0.0486563130484385,0.0486563130484385,0.07380073800738007,-0.05064556706506267,-0.6862474337315991,False,-1.0
2020-21,2020-10-24,Liverpool,Sheffield United,H,0.0695863987985484,0.1306101487348648,7.45,D,0,-0.06102374993631639,0.06102374993631639,0.1342281879194631,-0.06464178912091469,-0.4815813289508144,False,-1.0
2020-21,2020-10-24,Liverpool,Sheffield United,H,0.9072584302591342,0.7975783672743791,1.22,H,1,0.10968006298475508,0.10968006298475508,0.819672131147541,0.08758629911159321,0.10685528491614371,True,0.21999999999999997
2020-21,2020-10-24,Man United,Chelsea,D,0.3822966502406393,0.3516751744697894,2.79,A,0,0.030621475770849893,0.030621475770849893,0.35842293906810035,0.023873711172538947,0.06660765417138359,True,-1.0
2020-21,2020-10-24,Man United,Chelsea,D,0.2696160445514222,0.2835762245002059,3.46,D,1,-0.013960179948783735,0.013960179948783735,0.28901734104046245,-0.019401296489040265,-0.0671284858520792,False,2.46
2020-21,2020-10-24,Man United,Chelsea,D,0.3480873052079384,0.3647486010300046,2.69,H,0,-0.016661295822066213,0.016661295822066213,0.3717472118959108,-0.02365990668797241,-0.06364514899064566,False,-1.0
2020-21,2020-10-24,West Ham,Man City,D,0.5566773348558967,0.6708323092769192,1.45,A,0,-0.11415497442102251,0.11415497442102251,0.6896551724137931,-0.1329778375578965,-0.19281786445894988,False,-1.0
