Model,CalibrationMethod,EvaluationSeason,Outcome,PredictedProbability,ObservedIndicator,CalibrationBin
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2492686730052458,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22654209373737758,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25540432145699987,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22933593430878974,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23658224805841177,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2328205293884012,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.16636244481064902,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2033313239464555,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2384342408378839,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.26232807832499205,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21603839186723875,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22376935823348224,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22894443271818335,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21859537881141808,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22237489093812005,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2239658791742093,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22996936965198028,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2431492524306078,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2619994921634542,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2197149298606102,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.17708543361828613,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22783633665466801,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.18917902898468425,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24501321451910776,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2371761265300056,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2163619534580841,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.1665364313422892,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22687812512389682,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2361175923904056,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20672830428850522,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24655168441444558,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2534668065789873,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2138243541946998,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2443390288570766,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23531194149424195,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19749158003246195,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.16071267203959255,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22587528804131665,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2380008519792109,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19575640646822282,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2468259381868891,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22054225887407505,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2127697699894185,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21606355217456513,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2090708105308268,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2248575919271028,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23254877405826752,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.26647265309393653,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23874636929476564,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.27736745681182484,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24653636456378666,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.227344671452094,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20692260130037035,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21726906849844127,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2022922474863228,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23007746074567453,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21988612888055853,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22925226003735685,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22084045954237236,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.1710967562608549,1,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21325756428823084,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22375250602702818,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21371490512366403,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20970573990344263,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21973807221647204,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25702560470418967,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23574131562819683,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23998237517532317,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21754964988780479,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23840611746812476,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24278617041499284,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.237171735583624,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21170619151644038,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21947202687522746,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2229143253009039,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24851856352268534,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23161782691085636,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22123419442814105,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22979329878508484,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22407123800162138,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24246412293941522,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.243770623864303,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20988696092720371,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23129898534444857,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22804940423229045,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24337430603286975,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19446606583392212,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22848355823974495,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22908388003357205,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22767350630618538,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2300660582333838,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25138902695180754,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22710341483786062,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2278342845573277,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24812290500308068,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.17925944774411784,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23250559544250135,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22478174806943943,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24816723726477,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23683172808455863,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20626940529658597,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19696265405235802,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2067466200584428,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21025083172253548,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2141837795445784,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2466897290641557,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2235788019833554,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2065761800679162,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21819122071024652,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2185707733416528,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22832057894956073,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22749283457231484,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22469893838859106,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24584699616204558,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2353093492459539,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23489441750958912,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.1738802320327782,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19569788610620342,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22677773680171498,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2159602801092637,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24414488661548167,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24982300256171436,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20028955231626103,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25422894863369105,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20291944074789955,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.209078185542824,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23060589715822793,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21283062554952978,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.224089888274939,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24837533747088297,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20577559087733882,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21211476557077694,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2356095596998498,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23942533017951217,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21573053526594918,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23046201144377634,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2335305664070917,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.17868464814389812,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2036103434394127,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.16986300048736463,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25535591129824414,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24484638789640314,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22283058104664766,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.18595160474453204,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24385791252149183,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22526393847658155,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23567818456023193,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20857854317632507,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24947209887813868,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21619724451366087,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2123657929132188,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2308540290960286,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21618417477850319,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23957972086896018,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.1939796012153317,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22799298634347373,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.1916690724720961,1,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21974084345350978,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2323277619522545,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2398391240635559,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2416440214371695,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2173657775223393,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23881447681362125,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2341783474869854,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21869495766327202,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23170306694238008,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24050239317881353,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19288283956331825,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.18879414721084833,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24445315313931784,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2568184144100271,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23198226649342193,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2151760518798703,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20139151116027929,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23011136266845514,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22129879423833584,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24472645455805778,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22540374902193705,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2271193525596657,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22307789611356177,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23361847598957575,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2600143557878693,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23464773697350608,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23494077280271647,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23643755302799815,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2418306879556296,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23325214238012204,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22272721542034898,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19713047540069184,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19179741074628462,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2330824510032403,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22264777595221966,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2361836430038125,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2596149630041919,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.26174409607723825,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23296265981291342,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23473275973473348,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.16714315686177966,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24359921585427152,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20888372672311287,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25007677220226043,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20662022432876495,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21309765066569142,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21717344576795125,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.17373457608264736,1,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25741953515051696,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22936882669569955,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23386201544363192,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24197727402572553,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.16771647192930134,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.220092190200537,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2357448019698678,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2458168345386077,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24250668891417954,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.26136615592390705,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22341969676044157,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20705143363727171,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22018132019804085,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23015281539224844,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22008690780556198,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2335372256378565,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22082342576753713,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21410136269608446,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23925960529681267,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23999467057316345,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25191889747009627,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19143482765306366,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19933733307273163,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22644515443692087,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2099555783100709,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23508477098069716,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.17131690195617866,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20492219448802831,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.1712538262950517,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2258516023557914,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23448225331848435,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21026999279828515,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.15093063083048316,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23823673324817124,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2492486763164254,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22759178098831898,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2135541642226404,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22330633006841097,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24751045125265753,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23510273682869953,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2145761524447913,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22220962865483876,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23366258753961633,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20446248219170493,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19135822482569537,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24239262461819505,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.17663412997612088,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22367874887840636,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.18093001226128264,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22711597428945465,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21242146140561693,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21819452280395268,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.246445886972265,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2219328127139855,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2072510663341502,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23899188266323146,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2524445248401283,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22408381850341308,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.16837102705551388,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2300856612211758,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.18369594875214457,1,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22248408179677423,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21126064362451583,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.16721810706587162,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21460447939740857,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19848470300585122,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22114204269185017,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2519004867142284,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2376581593711123,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22904884114482285,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2320994765944894,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21270461061845614,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19541374576096446,1,1
Direct Probability Ensemble,Sigmoid,2023-24,D,0.21366785520008466,0,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.19083313829666648,0,1
Direct Probability Ensemble,Sigmoid,2023-24,D,0.23562681023941215,1,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.23308568420919126,0,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.26286291311280685,0,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.24266440574285997,0,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.25179840857836616,0,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.2420401475702927,1,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.21886132426052385,1,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.22305809650669803,0,2
Direct Probability Ensemble,Sigmoid,2023-24,D,0.2574526792359012,0,2
