Model,CalibrationMethod,EvaluationSeason,Outcome,PredictedProbability,ObservedIndicator,CalibrationBin
Tuned Random Forest,Sigmoid,2021-22,H,0.1572261703093,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.6193068018904667,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.15708452402464482,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.26674777446897013,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.11165497337835872,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.29497085634333925,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.18330663079612175,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.45771171979611064,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.43239792523866444,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.14092636542385364,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.6113536698303591,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.40445846349569875,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.48351186546365454,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.28343392806124146,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.4041617793382434,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.28155221660964536,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.2457573137695939,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.34842709332129307,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.24532497965114344,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.3078432491471446,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.6113984593836034,0,6
Tuned Random Forest,Sigmoid,2021-22,H,0.6276920794654975,0,6
Tuned Random Forest,Sigmoid,2021-22,H,0.09529215228627842,0,0
Tuned Random Forest,Sigmoid,2021-22,H,0.31888797573243355,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.29182130245378884,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.1725141337916913,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.17472292989712784,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3164858526972734,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.37704573701585264,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.521224202001216,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.41129993044484847,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.6269201506923567,0,6
Tuned Random Forest,Sigmoid,2021-22,H,0.26471751665812393,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.24130950497442483,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.52352559283189,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.3535225577229114,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.2926151868619252,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.1888907416890483,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.2896923455955111,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.26934219683417954,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.16255612973263467,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.5248470271058043,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.35266041255146374,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.18873396647690133,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.1679148669550033,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.20770808071668773,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5831799277870903,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.393652865102374,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.4994094823151741,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.32552841024402995,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.3914486379423001,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.6088275916851628,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.17557872512794997,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.37009880424777825,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5343173735045108,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.45441149103392375,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.5292936835667733,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.3358687266177548,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5031271847203449,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.10820772013596648,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.128141332783297,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.20403153930144075,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.10303164508514197,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.5024375775720875,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.40280231099169295,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.36590397025821747,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.4231137246180639,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.310664785901525,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.2818634181576052,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.10262052581848487,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.22303259799609965,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.14282335424158224,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.25278539847352444,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.3990343430620112,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5171508719632402,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5138806483341397,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.2225365120616601,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.43529973642876396,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.49353021985266377,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.5710672342321129,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.6101145316581862,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.6019295820245552,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.161129400744666,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.1915935432316736,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3941224334454338,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.4475955174147771,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.5928303097272872,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.19032678635539807,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.2972550321768538,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.2833985065400849,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.42933892099000315,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.6028774814094858,0,6
Tuned Random Forest,Sigmoid,2021-22,H,0.6442016011011046,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.21184684156485825,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.08782529902040787,0,0
Tuned Random Forest,Sigmoid,2021-22,H,0.16038349370282617,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.19066430071015714,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.1934533020718328,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.28862154625523584,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.6144354222324184,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.14423685608401624,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.46013159121035124,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.48373541446015467,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.15700844435513797,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.5344389999792087,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.14366745244522378,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.1556817465744571,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.19778169798296377,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.07853866057251525,0,0
Tuned Random Forest,Sigmoid,2021-22,H,0.5714102376142356,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5218400847720421,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.16312972853107371,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.21920428500235675,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.16125403993158616,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.2834620561814878,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.31716817981392065,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.3216249440124701,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.4045318615236069,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.49504660613761464,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.29858986548289973,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5795730073438086,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.3763780857781931,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.19552496867514943,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.536821257734411,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.43526165364961167,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.20690294254068692,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.38970042304125396,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.6239415556818837,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.550331229667836,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.199541482220807,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.15813568977480966,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.28935553010808024,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.47807361994369024,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.24183330361001867,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.3368164001529584,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.4417770447925707,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.3585845920871629,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.08917378600669253,0,0
Tuned Random Forest,Sigmoid,2021-22,H,0.5251937281018805,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.46056381161702076,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.14141885917344765,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3578585465292698,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.43290204930442766,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.13717059146836183,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3962878539213513,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5546627848208763,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.3723501566815531,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.643659801045498,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.21700856748204486,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.4981833974434669,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.6147141022360935,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.2704570806236893,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.30510262562900015,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.3443420163070734,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.49076565953058143,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.10385725218194286,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.20462015891007362,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.12275189372685114,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.286665911271212,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.2986339083822694,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.3761342488420241,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.4570990868065439,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.5508193757692038,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.4576735958601229,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.43012315118564654,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.1558582260585778,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.6366097296294128,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.6318633579666568,0,6
Tuned Random Forest,Sigmoid,2021-22,H,0.38590432794121843,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5591502238649695,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.17764911699612074,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3448774748479908,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.1974348803629343,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.6354153962714021,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.29089794056764023,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.39449941410848216,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5343259888224516,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.3348360105527004,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.3809626997321736,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.3453059992685686,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.103001913562136,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.2443216593996876,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5822302962599342,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.3290247048549412,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.30068611747871576,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.29019972062344224,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.15795899506826375,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.5075762498218533,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.6014234751583565,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.32206667735149075,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.26866222481723595,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.3993364012552514,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.572659413753925,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.1539755506033843,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.4948255684016444,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.27804971320008537,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.12729916330261343,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.35330666643833036,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5066620229309052,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.32190229562569567,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.11437239775786158,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3695176245933856,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.4450136862656818,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.5654101889760925,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.22099259828762632,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.4773586378635378,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.46432041064265006,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.4140959661104779,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.11037646992966636,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.20530168182931635,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.18368529090319435,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.30323438937497743,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5192342314689768,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.20217049508741877,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.4192235637916671,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.33840523122666577,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5183934728268066,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.1082497693684518,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.6066731044066137,0,6
Tuned Random Forest,Sigmoid,2021-22,H,0.30990589453900247,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.6238333277185049,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.4449287668018327,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.3661857564982569,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.548269914893031,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5557400942348422,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.18153068510284728,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3865464626434604,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.26422069536113596,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5139019626566314,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.18505095860513737,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.14402605608218833,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.13462921531377933,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.2991308554217503,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.19703319708172695,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3517477889806937,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.38403997730322964,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.2632707383751549,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5633255644489679,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.18144197175115864,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.5953290128717448,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.22538440506510263,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.24834731699196527,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.533056428434695,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5681826346178331,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5250493037130419,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.20920936363726916,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.588882524699963,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.28691726489557434,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.3533008843871545,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.35794716150346284,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.17722636406692102,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.4048848376559141,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.6163899981596742,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.1991260349772701,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.39020636933865904,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.245482714817487,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5333120880741984,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.6354462909816075,1,6
Tuned Random Forest,Sigmoid,2021-22,H,0.38324726056214836,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.29998809272493954,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5148734185504227,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.12109203774372895,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.12174910580716714,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.2899625112903891,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.2567521714625467,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.3953434447533286,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.13938315227480902,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.4959040906572993,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.3002975628952179,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.4510617223461169,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.3739392389748328,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.23605268930267856,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.3162895495044347,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5475463790196433,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5119550090002573,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5535970063360833,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5291565270412351,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.402161909853825,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.5851342654665589,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.17999813157893313,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.1109218026710628,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.1885491379248007,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.522035368572097,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.23718588741637775,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.10832688789195687,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3523016553697735,1,3
Tuned Random Forest,Sigmoid,2021-22,H,0.2850873792725848,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.28632660988762726,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.2915267451234773,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5368836085109902,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.18380563572185166,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.11647441263169149,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.5341456010140597,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.1928571778968766,1,1
Tuned Random Forest,Sigmoid,2021-22,H,0.10482291020339073,0,1
Tuned Random Forest,Sigmoid,2021-22,H,0.3940509501924501,0,3
Tuned Random Forest,Sigmoid,2021-22,H,0.5230037985608911,0,5
Tuned Random Forest,Sigmoid,2021-22,H,0.275293639243112,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5116971599419409,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.44417620945538694,0,4
Tuned Random Forest,Sigmoid,2021-22,H,0.28013729449372116,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.2932699273407074,0,2
Tuned Random Forest,Sigmoid,2021-22,H,0.5957030477861892,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.23730200690398617,1,2
Tuned Random Forest,Sigmoid,2021-22,H,0.4323093875152804,1,4
Tuned Random Forest,Sigmoid,2021-22,H,0.5921666369476547,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.5830497122548808,1,5
Tuned Random Forest,Sigmoid,2021-22,H,0.1340668635753804,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.21906306165252035,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.2640223587414201,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.1665369059840072,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.1554956386587763,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.30610685124663667,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4384646594248941,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5910329494200685,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.4174154919750147,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.43546506018596703,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.15547720434275122,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.4705486840515935,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.30209776049149206,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.24171352706422203,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.30471201351444355,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.616091705181378,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.28763733132913405,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4369110976906478,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.35452171735786536,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.26718662644024915,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.6260504376951828,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.152790984504558,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.343311931962486,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.2900112343659652,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.21160082906803623,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4789078544933256,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5972825647816172,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.19200476187242835,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.148993944230544,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.3040793247758263,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.1612245659664052,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6355314995456306,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.4058623147491637,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.3745041260029436,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.5396869805872131,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.6257711747362985,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.6386281922973785,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.2368302061187951,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.3133715638545766,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.1941200312766558,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.2567675029314977,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.3510642611962148,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.2146609928036246,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.42255907025473266,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.1603286284180394,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6224145772797163,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.2742120008056615,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.5465106267830291,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.6635602062412068,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.19462926898921903,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.27029927826780364,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.09315429731898363,0,0
Tuned Random Forest,Sigmoid,2022-23,H,0.2844312844857125,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.5171732921250775,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.1087573041142234,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.4242282369897539,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.45900531524355676,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6401917999252403,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.3496026743773856,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4422269240089333,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.27637570972242653,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.31555187689700276,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.3905741077981422,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4905176326626455,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5654915663668949,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.11585549207417616,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.19764533239097717,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.32900406721915065,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.30983181812704497,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.2945510981099649,0,2
